,goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
12267,0,Glendale,AZ,33.5410356,-112.1851758,4.5,30,47,True,none,,casual,1.0,False,False,,False,,
19996,1,Phoenix,AZ,33.5096672,-112.078715,3.5,145,210,True,full_bar,loud,casual,2.0,False,False,,True,True,
10547,0,Chandler,AZ,33.2176764,-111.7909116,3.0,4,35,True,none,,,2.0,,,,,,
320,0,Montral,QC,45.5023943,-73.564791,4.0,4,3,True,beer_and_wine,,casual,,,,,,,
10022,0,Chandler,AZ,33.3283451,-111.8585192,3.5,3,32,True,none,,,2.0,,,,,,
15452,1,Pittsburgh,PA,40.41446048,-79.92305346,2.5,32,83,True,none,average,casual,1.0,False,True,,False,False,
3943,1,Las Vegas,NV,36.044284,-115.187671,4.0,6,10,True,full_bar,average,,1.0,,True,yes,False,,
7389,1,Charlotte,NC,35.196834,-80.826089,3.0,28,20,False,full_bar,,casual,2.0,,True,,True,,True
15399,0,Phoenix,AZ,33.4791017,-111.9876339,3.0,22,82,True,none,average,casual,1.0,True,False,,False,False,
3225,0,Montral,QC,45.5364479,-73.6026367,3.5,10,8,True,none,,,1.0,,,,,,
16737,1,Carnegie,PA,40.40804317,-80.08732259,4.0,54,106,True,none,average,casual,2.0,False,True,,True,True,
15983,1,Las Vegas,NV,36.1161392,-115.1378443,3.0,30,92,True,none,quiet,casual,2.0,False,True,,False,True,
15466,1,Montral,QC,45.5082449,-73.5601819,4.0,46,83,True,none,average,casual,1.0,False,False,,False,False,
18252,1,Chandler,AZ,33.3358421,-111.8590862,3.5,59,144,True,full_bar,average,casual,2.0,False,True,,False,True,
7598,1,Mesa,AZ,33.3940112,-111.787713,1.5,5,21,True,none,,casual,1.0,False,False,,False,False,
17480,1,Phoenix,AZ,33.3323593,-111.979044,4.0,63,123,True,full_bar,average,casual,3.0,False,True,,False,True,True
19786,1,Las Vegas,NV,36.128561,-115.1711298,4.0,158,201,True,full_bar,quiet,dressy,4.0,False,True,,True,False,False
8174,1,Montral,QC,45.4995865,-73.5720918,3.0,10,23,True,none,,,,,,,,,
18695,1,Glendale,AZ,33.51118887,-112.1858519,4.5,62,158,True,beer_and_wine,average,casual,1.0,False,True,,True,True,
6637,0,Carefree,AZ,33.8241129,-111.922769,4.5,10,17,True,none,,,2.0,,,,,,
2313,1,Phoenix,AZ,33.52427464,-112.0987734,3.5,5,7,True,none,quiet,casual,2.0,False,True,,False,False,
1777,1,Phoenix,AZ,33.4886989,-112.07707,4.5,3,6,True,full_bar,average,casual,2.0,False,True,,True,False,
6345,0,Pittsburgh,PA,40.394482,-80.021538,4.0,13,16,True,none,,,2.0,,,,,,
12059,0,Tempe,AZ,33.419324,-111.9401426,2.5,11,46,True,none,quiet,casual,1.0,False,False,,False,True,
8384,0,Edinburgh,EDH,55.980639,-3.1959372,5.0,3,24,True,none,,,2.0,,,,,,
8770,1,Phoenix,AZ,33.55958333,-112.0649086,4.0,6,26,True,full_bar,loud,,1.0,,,outdoor,False,,
16266,1,Madison,WI,43.135442,-89.290761,3.0,28,97,True,full_bar,average,casual,2.0,True,False,,True,,
17198,1,Phoenix,AZ,33.6836515,-112.0989577,3.0,31,116,True,none,average,casual,1.0,False,False,,True,,
19212,1,Avondale,AZ,33.4680145,-112.3407907,4.0,114,177,True,full_bar,quiet,casual,2.0,False,False,,True,True,
12782,1,Montreal,QC,45.5033617,-73.5563603,4.0,83,52,True,full_bar,average,dressy,4.0,False,True,,False,False,
14677,1,Montreal,QC,45.49773508,-73.57848816,4.0,51,72,True,beer_and_wine,average,casual,2.0,False,True,,False,False,
6532,1,Pittsburgh,PA,40.4705879,-79.9569844,4.5,7,17,True,full_bar,average,,1.0,,,yes,False,,
16884,0,Las Vegas,NV,36.29733,-115.270268,4.0,26,109,True,none,average,casual,1.0,False,False,,False,True,
19036,0,Peoria,AZ,33.6104287,-112.2038282,5.0,13,170,True,none,,,1.0,,,,,,
4783,0,McKees Rocks,PA,40.4709595,-80.0604534,4.0,15,12,True,none,,casual,2.0,True,True,,False,,
11652,1,Pittsburgh,PA,40.4416275,-79.95859528,3.0,35,43,True,full_bar,quiet,casual,2.0,True,False,,False,True,
16382,1,Charlotte,NC,35.0554483,-80.8348255,3.5,43,99,True,none,average,casual,2.0,False,False,,True,False,
15346,0,Surprise,AZ,33.6382332,-112.3927585,3.0,14,81,True,none,,casual,1.0,False,,,True,,
1833,0,Charlotte,NC,35.2194519,-80.835695,3.5,7,6,True,none,average,casual,1.0,,False,,True,,
16181,1,Charlotte,NC,35.349427,-80.851576,3.0,20,95,True,full_bar,loud,casual,2.0,False,True,,False,False,
16981,0,Scottsdale,AZ,33.62073368,-111.875172,3.5,12,111,True,none,,casual,1.0,False,,,False,,
8167,0,Pittsburgh,PA,40.4447141,-79.8886233,3.0,4,23,True,none,,casual,1.0,False,,,,,
193,1,Middleton,WI,43.1054335,-89.5106336,3.5,9,3,False,full_bar,,casual,2.0,False,True,,False,,
1263,1,Charlotte,NC,35.05703,-80.85165,3.5,16,5,False,beer_and_wine,average,casual,1.0,False,True,,True,,
16715,0,Tempe,AZ,33.3927242,-111.9607632,3.5,55,106,True,none,average,casual,1.0,True,True,,False,False,
11159,1,Montreal,QC,45.5083253,-73.5709989,3.5,15,39,True,none,,,2.0,,,,True,,
13739,1,Mesa,AZ,33.4235954,-111.8568585,4.0,32,61,True,none,average,casual,1.0,True,False,,False,True,
15458,1,Anthem,AZ,33.844333,-112.1339004,3.0,40,83,True,full_bar,average,casual,2.0,False,False,,False,,
19045,1,Tempe,AZ,33.4143794,-111.9359999,3.0,30,171,False,none,loud,casual,2.0,False,True,,False,False,False
6102,1,Charlotte,NC,35.213819,-80.7692657,3.0,5,16,True,none,quiet,casual,1.0,False,True,,False,False,
6230,1,Las Vegas,NV,36.1737819,-115.0626614,3.5,4,16,True,none,average,casual,1.0,False,,,False,False,
2987,1,Verdun,QC,45.4584946,-73.5673854,4.0,5,8,True,none,average,casual,2.0,,True,,True,,
17735,1,Las Vegas,NV,36.157897,-115.153959,4.0,50,129,True,none,average,casual,2.0,False,False,,True,True,
19494,1,Las Vegas,NV,36.0399661,-115.1918357,3.5,14,188,True,none,quiet,casual,1.0,False,True,,False,,
7799,1,Pittsburgh,PA,40.4461496,-79.8930414,2.0,4,22,True,none,average,casual,1.0,False,False,,False,False,
8052,1,Madison,WI,43.1193287,-89.3201096,4.0,10,23,True,none,average,casual,1.0,False,,,False,True,
1740,1,Pittsburgh,PA,40.441237,-80.003478,4.0,10,6,True,none,average,casual,2.0,False,False,,False,False,
2232,0,Sun City,AZ,33.638133,-112.2910739,3.5,4,6,True,none,,,,,,,,,
5537,1,Montreal,QC,45.5148379,-73.5745863,3.5,20,14,True,full_bar,very_loud,,2.0,,True,outdoor,True,,
2296,1,Bridgeville,PA,40.38229,-80.095557,3.0,14,7,True,none,quiet,casual,2.0,True,False,,False,True,
7327,0,Fountain Hills,AZ,33.60849876,-111.7204642,3.0,6,20,True,none,quiet,casual,1.0,False,True,,False,False,
13327,1,Madison,WI,43.1113249,-89.3640404,4.0,52,57,True,beer_and_wine,average,casual,2.0,True,True,,False,True,
8764,1,Glendale,AZ,33.5531244,-112.1517768,4.0,3,26,True,none,,casual,1.0,False,True,,True,,
13166,1,Las Vegas,NV,36.1445909,-115.2026919,4.0,22,55,True,none,,casual,1.0,False,False,,False,,True
18812,1,Pittsburgh,PA,40.455916,-79.979271,2.5,74,162,True,full_bar,average,casual,2.0,False,True,,False,True,
15048,1,Middleton,WI,43.0957999,-89.511041,4.0,50,77,True,full_bar,average,casual,2.0,False,False,,True,True,
19360,0,Pittsburgh,PA,40.3996745,-80.0441514,3.0,9,183,True,none,,,2.0,,,,True,,
9717,1,Montreal,QC,45.5014166,-73.5560744,4.0,41,31,True,full_bar,average,casual,3.0,False,True,,False,True,
9456,0,Pittsburgh,PA,40.4600345,-79.9243443,4.5,66,29,False,none,,,2.0,,,,,,
9816,0,Glendale,AZ,33.5977588,-112.1670903,4.0,9,31,True,none,,,2.0,,,,,,
2536,1,Peoria,AZ,33.608516,-112.238379,3.0,5,7,True,none,,casual,1.0,True,True,,False,,
1254,1,Edinburgh,EDH,55.9461357,-3.205986,4.5,8,5,True,full_bar,quiet,casual,2.0,False,True,,False,,
15626,1,Las Vegas,NV,36.240964,-115.250171,3.5,12,86,True,none,average,casual,1.0,False,False,,False,False,
10931,1,Las Vegas,NV,36.146289,-115.2438882,3.5,13,38,True,full_bar,quiet,casual,2.0,False,True,,False,False,
1389,0,Chandler,AZ,33.321266,-111.911648,3.0,4,5,False,none,,casual,1.0,False,True,,True,,
12515,0,Aspinwall,PA,40.4894323,-79.9009536,4.0,10,49,True,none,,,1.0,,,,True,,
18391,1,Las Vegas,NV,36.10216531,-115.1698038,4.0,28,148,True,full_bar,average,,2.0,,,yes,False,,
12414,0,Las Vegas,NV,36.06731033,-115.1311798,3.5,4,48,True,none,,,2.0,,,,,,
8192,0,Las Vegas,NV,36.156056,-115.080973,3.5,3,23,True,none,,,,,,,,,
5821,1,Mesa,AZ,33.4228607,-111.8659853,3.5,47,15,True,none,average,casual,1.0,True,False,,False,True,
5523,1,Pittsburgh,PA,40.42622997,-79.88811493,2.0,4,14,True,none,average,casual,1.0,False,False,,False,,
10635,0,Phoenix,AZ,33.43605577,-111.9983064,2.0,11,36,True,none,average,casual,2.0,False,False,,False,False,
4292,1,Las Vegas,NV,36.072508,-115.206901,4.0,12,11,False,none,average,casual,2.0,True,True,,False,,
9531,0,Montreal,QC,45.5363541,-73.6162496,4.0,30,30,True,full_bar,average,casual,2.0,False,True,,True,False,
7419,0,Montral,QC,45.5095357,-73.5737875,4.0,10,20,True,none,,,1.0,,,,True,,
19598,1,Charlotte,NC,35.202495,-80.844567,4.0,83,192,True,full_bar,average,casual,2.0,False,True,,True,True,
19718,0,Las Vegas,NV,36.1033743,-115.1693962,3.0,23,197,True,none,,,3.0,,,,False,,
11009,0,Mesa,AZ,33.4516709,-111.747846,4.5,9,38,True,none,,,2.0,,,,,,
3060,1,Charlotte,NC,35.0538462,-80.8538841,2.0,14,8,False,full_bar,,casual,2.0,False,True,,True,,
6918,0,Urbana,IL,40.1139499,-88.2051605,4.0,4,18,False,none,,,2.0,,,,,,
3416,0,Henderson,NV,36.0636094,-115.0432784,3.0,5,9,True,none,loud,casual,1.0,False,True,,False,False,
4525,0,Las Vegas,NV,36.089494,-115.138026,3.0,10,11,True,none,,,1.0,,,,,,
16712,0,Charlotte,NC,35.2244894,-80.8891254,3.5,73,106,True,none,average,casual,1.0,False,False,,True,False,
6247,1,Scottsdale,AZ,33.58310318,-111.8887558,3.5,4,16,True,none,,casual,1.0,False,False,,True,,
3721,0,Pittsburgh,PA,40.43487036,-80.00639498,4.5,3,9,True,none,,,,,,,False,,
13090,1,Phoenix,AZ,33.484705,-112.07333,4.0,23,55,True,none,quiet,casual,1.0,True,False,,True,True,
9514,1,Tempe,AZ,33.4422844,-111.9269465,3.0,5,30,True,none,quiet,casual,1.0,False,True,,False,False,
297,1,Madison,WI,43.075139,-89.394834,2.0,12,3,False,full_bar,,,1.0,,True,,False,,
11865,1,Mesa,AZ,33.4518011,-111.7664825,2.0,8,44,True,none,,casual,1.0,False,,,True,,
4891,1,Pittsburgh,PA,40.4395219,-79.998357,2.5,9,12,True,none,,casual,1.0,False,,,False,,
17917,1,Charlotte,NC,35.103145,-80.986,3.5,38,134,True,beer_and_wine,average,casual,2.0,False,False,,True,,
1162,1,Phoenix,AZ,33.6085361,-112.0362398,4.0,4,5,False,none,quiet,casual,1.0,False,False,,False,True,
15179,1,Phoenix,AZ,33.625581,-112.1339924,4.0,53,79,True,none,quiet,casual,1.0,False,True,,True,True,
12160,1,Las Vegas,NV,36.1148582,-115.1316866,3.0,25,47,False,full_bar,average,casual,1.0,False,True,yes,True,True,
6677,0,Charlotte,NC,35.06272,-80.773988,2.5,3,17,False,none,,,3.0,,,,,,
10317,0,Montral,QC,45.4793416,-73.5844272,4.5,18,34,False,beer_and_wine,loud,casual,2.0,False,,,False,,
5350,0,Charlotte,NC,35.1481481,-80.8764777,3.0,3,13,True,none,,,2.0,,,,,,
8701,1,Mint Hill,NC,35.172354,-80.661499,3.5,26,26,True,full_bar,average,casual,2.0,False,False,,True,False,
4867,1,Phoenix,AZ,33.4656711,-111.9728446,4.0,8,12,False,none,,casual,1.0,True,True,,False,,
17377,1,Tempe,AZ,33.4266418,-111.9413008,2.5,30,120,False,full_bar,very_loud,,1.0,,,outdoor,True,,
14608,1,Scottsdale,AZ,33.6227073,-111.8970828,3.5,25,71,True,none,quiet,casual,2.0,True,False,,False,True,
9966,1,Charlotte,NC,35.211106,-80.69093,4.5,5,32,True,none,average,casual,1.0,False,,,False,,
8843,0,Las Vegas,NV,36.180676,-115.179791,1.5,8,26,True,none,,,,False,,,,,
19819,1,Madison,WI,43.07624,-89.376534,3.5,130,203,True,full_bar,very_loud,casual,2.0,False,False,no,True,True,False
19058,1,Surprise,AZ,33.63855743,-112.3658981,3.0,35,171,True,none,average,casual,1.0,True,False,,False,True,
19155,0,Las Vegas,NV,36.10269628,-115.1710673,3.0,14,174,True,none,,,2.0,,,,False,,
12407,0,Pittsburgh,PA,40.4516251,-79.9327303,3.0,15,48,True,none,,,1.0,,,,,,
18941,1,Madison,WI,43.07487946,-89.38833833,3.5,61,167,True,full_bar,average,casual,1.0,False,True,no,False,False,
9614,1,Las Vegas,NV,36.177463,-115.176519,4.5,5,30,True,none,,casual,1.0,False,,,False,,
11167,1,Scottsdale,AZ,33.5234679,-111.9006752,1.5,6,39,True,none,,casual,1.0,False,,,,,
318,1,Karlsruhe,BW,49.0111,8.39969,3.5,16,3,True,none,,dressy,3.0,,,outdoor,False,,
19136,1,Las Vegas,NV,36.144096,-115.152417,3.5,123,174,True,beer_and_wine,quiet,dressy,3.0,True,True,,False,False,True
10652,1,Las Vegas,NV,36.271474,-115.2606133,2.5,8,36,True,full_bar,average,,2.0,False,True,yes,False,,
18836,1,Las Vegas,NV,36.1422486,-115.156616,4.0,108,163,True,full_bar,average,dressy,3.0,False,False,,False,False,
14421,1,Pittsburgh,PA,40.433106,-79.922757,3.5,60,69,True,none,average,casual,2.0,False,True,,False,True,
11849,1,Las Vegas,NV,36.14201,-115.22474,2.5,15,44,True,none,,casual,2.0,False,False,,False,,
1,1,Champaign,IL,40.109335,-88.23084,2.0,13,3,False,full_bar,loud,casual,1.0,True,True,outdoor,True,,
15410,1,Las Vegas,NV,36.117891,-115.136879,4.0,12,82,True,none,,,1.0,False,,,,,
8633,1,Gilbert,AZ,33.335133,-111.809931,3.0,3,25,True,none,,,,False,True,,,,
6939,0,Montreal,QC,45.532153,-73.6489739,3.5,5,18,True,none,,casual,2.0,True,,,,,
18280,1,Avondale,AZ,33.4653351,-112.2773056,3.5,30,145,True,none,average,casual,1.0,True,True,,True,True,
18913,1,Las Vegas,NV,36.21860085,-115.3152246,3.5,11,165,True,none,average,casual,1.0,False,,,False,False,
675,1,Pittsburgh,PA,40.428108,-79.973988,4.5,4,4,False,none,quiet,casual,1.0,False,True,,False,,
18140,1,Las Vegas,NV,36.0540588,-115.1715827,2.5,15,141,True,none,average,casual,1.0,False,False,,True,True,
994,0,Saint-Leonard,QC,45.5726283,-73.6016164,4.0,3,4,True,none,,,2.0,,,,,,
4569,0,Las Vegas,NV,36.199364,-115.241754,4.5,4,11,False,none,,,2.0,,,,,,
209,0,Pittsburgh,PA,40.4288326,-79.982204,2.5,10,3,True,none,,casual,1.0,True,False,,False,False,
12273,1,Las Vegas,NV,36.129943,-115.172542,3.0,6,47,True,full_bar,loud,,3.0,,,,False,,
390,0,Gilbert,AZ,33.365091,-111.731594,3.5,7,3,False,none,,,2.0,,,,,,
12213,0,Las Vegas,NV,35.9980464,-115.2063989,3.0,9,47,True,none,,casual,2.0,True,True,,False,False,
3774,1,Sun City West,AZ,33.6582332,-112.3614479,3.5,26,10,True,beer_and_wine,average,casual,2.0,False,True,,False,True,
19333,1,Las Vegas,NV,36.06512762,-115.1190859,4.0,17,182,True,none,quiet,casual,1.0,False,False,,False,True,
14936,1,Fort Mill,SC,35.0630613,-80.9937418,3.5,36,75,True,full_bar,average,casual,2.0,False,,,True,,
15007,1,Las Vegas,NV,36.124423,-115.146372,4.0,8,76,True,full_bar,quiet,dressy,4.0,,False,,False,,
7034,1,Montral,QC,45.5188646,-73.5523228,4.0,26,19,True,full_bar,average,casual,3.0,False,True,,False,True,
10924,1,Laval,QC,45.58913684,-73.78737067,4.0,25,38,True,full_bar,average,casual,2.0,False,True,,True,True,
1820,1,Madison,WI,43.12972256,-89.36273871,3.5,9,6,True,none,average,casual,1.0,False,True,,False,True,
3087,1,Glendale,AZ,33.5674685,-112.1872492,4.0,5,8,False,none,,casual,2.0,True,,,False,,
9746,1,Scottsdale,AZ,33.652509,-111.932952,5.0,4,31,True,none,quiet,casual,2.0,False,True,,False,,
9786,1,Charlotte,NC,35.097368,-80.778875,3.5,6,31,True,none,,casual,1.0,True,,,,True,
8600,0,Kitchener,ON,43.4449003,-80.5059112,4.0,12,25,True,none,,,1.0,,,,,,
6506,0,Phoenix,AZ,33.5081735,-112.0947772,3.5,6,17,True,none,average,casual,1.0,False,False,,False,False,
2058,0,Henderson,NV,36.03159556,-114.9700386,1.5,4,6,True,none,,,,True,,,False,,
6783,1,Scottsdale,AZ,33.4656197,-111.9284182,2.5,11,18,False,none,average,casual,2.0,False,True,,False,False,
1513,0,Las Vegas,NV,36.099039,-115.17044,2.5,3,5,True,none,,,2.0,,,,,,
18147,0,Scottsdale,AZ,33.497568,-111.929223,4.5,21,141,True,none,,,2.0,,,,True,,
5172,1,Edinburgh,EDH,55.9486414,-3.1941658,2.0,41,13,True,full_bar,very_loud,casual,2.0,,True,outdoor,True,,
11542,1,Madison,WI,43.0733473,-89.4530332,3.5,25,42,False,none,,casual,1.0,False,False,,False,,
15233,1,Phoenix,AZ,33.6834408,-111.9660359,3.5,27,79,True,full_bar,average,casual,3.0,False,,,True,,
16742,1,Chandler,AZ,33.31756062,-111.9683442,4.0,27,106,True,none,average,casual,2.0,False,True,,True,True,
17752,1,Phoenix,AZ,33.50982697,-112.0754786,4.0,69,130,True,beer_and_wine,quiet,casual,2.0,False,True,,False,False,True
1351,0,Phoenix,AZ,33.508736,-112.041489,2.5,17,5,False,none,,casual,1.0,False,False,,True,,
16731,1,Chandler,AZ,33.3271818,-111.8581737,3.5,33,106,True,full_bar,average,casual,2.0,,False,,False,True,
8697,1,Phoenix,AZ,33.6411675,-111.9942361,3.0,10,26,True,beer_and_wine,quiet,casual,2.0,False,True,,False,True,
7996,1,Madison,WI,43.0600205,-89.400397,4.0,35,23,True,none,average,casual,1.0,False,False,,False,False,
11108,0,Madison,WI,43.0473009,-89.5031639,3.5,50,39,True,none,average,casual,1.0,True,True,,False,False,
14223,1,Las Vegas,NV,36.1593466,-115.2222504,4.0,35,67,True,beer_and_wine,quiet,casual,2.0,False,False,,False,,
19204,1,Las Vegas,NV,36.13766706,-115.1646591,2.0,188,177,True,none,average,casual,2.0,False,False,no,False,False,True
4798,1,Las Vegas,NV,36.135258,-115.159705,2.5,9,12,True,none,,casual,1.0,False,,,False,False,
11166,1,Las Vegas,NV,36.1417868,-115.1190814,2.5,6,39,True,none,,casual,1.0,False,,,True,,
13932,1,Scottsdale,AZ,33.4992832,-111.9259383,4.0,49,63,False,full_bar,quiet,casual,2.0,False,False,,True,True,
2383,1,Apache Junction,AZ,33.41443912,-111.5515124,2.5,8,7,True,full_bar,loud,casual,1.0,False,,,False,,
9244,0,Las Vegas,NV,36.128561,-115.1711298,3.5,18,28,False,none,,,2.0,,False,,,,
9128,1,Las Vegas,NV,36.11543,-115.135068,2.5,20,28,True,none,average,casual,1.0,True,False,,False,True,
6894,0,Charlotte,NC,35.03884,-80.794704,2.0,7,18,False,none,average,,,,,,,,
16363,1,Las Vegas,NV,36.034012,-115.171268,4.0,34,99,False,full_bar,average,casual,2.0,True,True,,False,False,
676,1,Edinburgh,EDH,55.9457717,-3.2007207,3.5,4,4,True,beer_and_wine,quiet,casual,2.0,,False,,True,True,
16197,1,Glendale,AZ,33.5385422,-112.1781489,2.0,58,96,True,none,average,casual,1.0,False,True,,True,False,True
17164,0,Chandler,AZ,33.335568,-111.841203,2.5,16,115,True,none,,,1.0,,,,True,,
14478,1,Pittsburgh,PA,40.450866,-79.933919,3.0,61,70,True,full_bar,average,casual,2.0,True,True,,False,True,
391,0,Las Vegas,NV,36.21544,-115.212141,4.5,3,3,False,none,,,1.0,,,,,,
6789,1,Phoenix,AZ,33.538144,-112.096976,4.5,12,18,False,none,quiet,casual,1.0,True,False,,False,,
1011,1,Laval,QC,45.5472976,-73.7551693,4.0,4,4,True,none,,,,False,,,False,,
19386,0,Charlotte,NC,35.3710945,-80.783529,3.5,3,184,True,none,,,4.0,,,,,,
1615,0,Pittsburgh,PA,40.391243,-80.060459,2.0,6,5,True,none,,,1.0,False,,,,,
8704,1,Las Vegas,NV,36.17141211,-115.2455693,4.0,18,26,False,none,average,casual,2.0,False,False,,True,True,
3070,1,Las Vegas,NV,36.01658,-115.118684,3.0,13,8,False,beer_and_wine,quiet,casual,2.0,,True,,False,,
6367,0,Middleton,WI,43.08974919,-89.48520116,4.0,5,16,True,none,,,2.0,,,,,,
6186,1,Pittsburgh,PA,40.43809799,-79.99816093,4.0,8,16,True,none,quiet,casual,2.0,False,True,,False,,
17276,1,Las Vegas,NV,36.0860344,-115.3073116,3.0,87,118,False,beer_and_wine,average,casual,2.0,True,True,,False,True,
3979,1,Scottsdale,AZ,33.569524,-111.889631,3.5,13,10,False,full_bar,,casual,2.0,False,False,,False,,
19181,1,Madison,WI,43.1033789,-89.3446337,3.0,133,176,True,none,very_loud,casual,2.0,False,True,,False,False,True
16534,0,Phoenix,AZ,33.6075454,-112.0634243,4.0,49,102,True,beer_and_wine,average,casual,1.0,True,True,,True,True,
18074,1,Pittsburgh,PA,40.443821,-80.002241,3.5,76,139,True,full_bar,quiet,casual,2.0,False,True,,False,,
16478,1,Charlotte,NC,35.1638454,-80.7390821,4.0,37,101,True,beer_and_wine,average,casual,1.0,False,True,,False,False,
3915,0,Pittsburgh,PA,40.428392,-79.9787489,2.0,9,10,False,full_bar,loud,,4.0,,True,yes,False,,
14769,1,Las Vegas,NV,36.1305272,-115.1084585,3.5,22,73,True,none,average,casual,1.0,False,False,,False,False,
6405,1,Cave Creek,AZ,33.8284698,-111.9289181,3.5,36,17,True,full_bar,quiet,dressy,3.0,False,False,,True,True,
7287,1,North Las Vegas,NV,36.240644,-115.096734,4.0,5,20,True,none,average,casual,1.0,False,True,,False,True,
5959,1,Las Vegas,NV,36.08107417,-115.1393557,2.5,7,15,True,none,,casual,2.0,False,,,False,,
12294,0,Madison,WI,43.073528,-89.452981,3.5,51,47,True,none,,,2.0,,,,,,
9005,0,Las Vegas,NV,36.1798935,-115.1774707,3.5,3,27,True,none,,casual,1.0,False,,,False,,
12132,1,Henderson,NV,36.0408177,-115.1020719,2.5,9,46,True,none,average,,1.0,False,,,False,,
3366,0,Pittsburgh,PA,40.437009,-79.9549529,3.5,11,9,True,none,average,casual,1.0,True,False,,False,False,
10046,1,Mesa,AZ,33.4009631,-111.8561026,3.5,22,33,True,none,average,casual,1.0,False,True,,False,False,False
6115,1,Las Vegas,NV,36.165734,-115.0626506,2.0,9,16,True,none,average,casual,2.0,True,False,,False,False,
4687,1,Cave Creek,AZ,33.7982003,-111.9799078,3.5,11,12,True,none,average,casual,1.0,,False,,False,True,
17371,1,Charlotte,NC,35.21900434,-80.94361963,3.0,35,120,True,none,loud,casual,2.0,False,False,,False,False,
964,0,Scottsdale,AZ,33.5705036,-111.8866853,4.5,13,4,True,none,,,2.0,,,,,,
11478,0,Edinburgh,EDH,55.9447815,-3.1837562,3.5,24,41,True,none,,,2.0,,,,,,
4042,1,Mesa,AZ,33.4339891,-111.822679,4.0,8,10,True,none,,casual,1.0,False,True,,False,,
12552,1,Montreal,QC,45.498396,-73.5777306,3.5,19,50,True,none,average,casual,3.0,False,True,,True,False,
2810,1,Mesa,AZ,33.4356882,-111.8153347,4.5,9,8,True,none,average,casual,1.0,False,False,,False,False,
14552,0,Henderson,NV,35.97873,-115.099918,3.0,3,70,True,none,,,1.0,,,,False,,
8907,1,Indian Trail,NC,35.0857901,-80.6625311,3.5,11,27,True,none,average,casual,1.0,False,False,,True,,
7936,0,Chandler,AZ,33.2981397,-111.8772073,4.5,7,22,True,none,,,2.0,,,,,,
2448,1,Las Vegas,NV,36.1922841,-115.1592718,3.5,9,7,True,none,average,casual,1.0,,,,True,,
10374,0,Las Vegas,NV,36.126275,-115.20552,3.5,24,34,True,none,,,1.0,,,,,,
17966,0,Las Vegas,NV,36.14123652,-115.1193112,4.5,7,135,True,none,,,1.0,,True,,,,
2598,1,Edinburgh,EDH,55.9464537,-3.182035,4.0,8,7,True,full_bar,,,1.0,,,,True,,
16845,1,Edinburgh,EDH,55.9382585,-3.1915473,4.0,14,108,True,full_bar,average,,3.0,,,outdoor,True,,
17900,0,Phoenix,AZ,33.5520632,-112.0727119,4.0,18,133,True,none,,,1.0,,True,,,,
17171,0,Apache Junction,AZ,33.4139397,-111.5754304,3.0,10,115,True,none,,,1.0,,True,,,,
17612,1,Glendale,AZ,33.5679106,-112.1709711,4.0,60,126,True,none,quiet,casual,1.0,False,True,,False,False,
2926,1,Montreal,QC,45.5333266,-73.5741726,4.5,3,8,True,full_bar,loud,,2.0,,False,outdoor,False,,
18194,0,Las Vegas,NV,36.011942,-115.136169,3.5,116,142,True,none,,,1.0,,,,,,
5931,1,North Las Vegas,NV,36.2878295,-115.1785522,3.0,7,15,True,none,,casual,2.0,True,,,False,,
2637,0,Mesa,AZ,33.429983,-111.840312,2.0,3,7,True,none,,,1.0,,,,,,
17644,0,Las Vegas,NV,36.2778377,-115.286646,4.5,48,126,True,none,,,2.0,,True,,,,
3642,0,Montral,QC,45.5060061,-73.555887,2.0,3,9,True,none,,,,,,,False,,
1739,1,Phoenix,AZ,33.5083316,-112.0565795,4.0,8,6,True,none,average,casual,1.0,False,True,,True,True,
9651,0,Edinburgh,EDH,55.9495467,-3.2095139,3.0,3,30,True,none,,,2.0,,,,,,
6801,1,Chandler,AZ,33.2762744,-111.8750213,2.5,16,18,False,full_bar,average,casual,2.0,False,True,,True,,
14153,0,Scottsdale,AZ,33.4787159,-111.9255906,3.0,71,66,True,none,quiet,casual,1.0,True,True,,False,True,
13015,1,Las Vegas,NV,36.095691,-115.189211,4.0,30,54,False,beer_and_wine,quiet,casual,2.0,True,True,,True,True,
16173,0,Henderson,NV,36.0179212,-115.0550802,4.0,29,95,True,beer_and_wine,average,casual,2.0,False,True,,False,,
11640,1,Phoenix,AZ,33.4253128,-112.0291199,3.5,12,43,True,full_bar,average,casual,2.0,False,True,outdoor,False,,
18684,1,Las Vegas,NV,36.095424,-115.175922,3.0,64,158,True,beer_and_wine,average,casual,2.0,False,True,,False,False,
6745,1,Las Vegas,NV,36.105762,-115.172213,1.5,12,18,True,none,loud,casual,2.0,False,True,,False,False,
18226,1,Henderson,NV,36.013061,-114.992597,4.0,61,143,True,none,quiet,casual,1.0,False,False,,False,True,
6535,1,Las Vegas,NV,36.219236,-115.243605,3.5,6,17,False,full_bar,average,,1.0,,,yes,False,,
6183,1,Pittsburgh,PA,40.428592,-80.052487,2.0,11,16,True,none,average,casual,1.0,False,False,,False,,
1443,1,Las Vegas,NV,36.099777,-115.1725943,2.0,10,5,False,none,,casual,1.0,,False,,False,,True
